run_id,model_name,seed,epoch,lr,train_loss,map_50,map_50_95,stats_conf_thr,stats_iou_thr,overall_precision,overall_recall,overall_f1,overall_tp,overall_fp,overall_fn,nonpollenbee_ap50,nonpollenbee_ap50_95,nonpollenbee_precision,nonpollenbee_recall,nonpollenbee_f1,nonpollenbee_tp,nonpollenbee_fp,nonpollenbee_fn,pollenbee_ap50,pollenbee_ap50_95,pollenbee_precision,pollenbee_recall,pollenbee_f1,pollenbee_tp,pollenbee_fp,pollenbee_fn
20260727_194110,abl_saf,42,1,0.01,8.31508892360218,0.6389666795730591,0.38153281807899475,0.5,0.5,0.9709990404094253,0.82022876699991,0.8892686261107313,9107,272,1996,0.9578825831413269,0.5890033841133118,0.9713766955035779,0.8424416450537237,0.9023265042908875,9095,268,1701,0.32005077600479126,0.17406223714351654,0.75,0.03908794788273615,0.07430340557275542,12,4,295
20260727_194110,abl_saf,42,2,0.009997557473810372,3.108207372420612,0.8317047357559204,0.5195580720901489,0.5,0.5,0.9815677966101695,0.8345492209312798,0.9021077739375942,9266,174,1837,0.9676174521446228,0.6215495467185974,0.9821428571428571,0.8456835865135235,0.9088194306191518,9130,166,1666,0.695792019367218,0.4175665080547333,0.9444444444444444,0.44299674267100975,0.6031042128603104,136,8,171
20260727_194110,abl_saf,42,3,0.009990232305719946,2.9481437066022087,0.8809086084365845,0.5748166441917419,0.5,0.5,0.9828560103062135,0.893272088624696,0.935925261866566,9918,173,1185,0.9804774522781372,0.6712409257888794,0.9842503785966683,0.9030196369025565,0.9418868653688228,9749,156,1047,0.7813397645950317,0.4783923625946045,0.9086021505376344,0.5504885993485342,0.6855983772819473,169,17,138
20260727_194110,abl_saf,42,4,0.009978031724785247,2.8944391955666364,0.9098368287086487,0.6169672608375549,0.5,0.5,0.9811630602782071,0.9147978023957489,0.9468189233278956,10157,195,946,0.9822632670402527,0.6988051533699036,0.9816125860373648,0.9246943312337903,0.9523037298483258,9983,187,813,0.8374103903770447,0.5351293683052063,0.9560439560439561,0.5667752442996743,0.7116564417177915,174,8,133
20260727_194110,abl_saf,42,5,0.009960967771506667,2.8905324942287915,0.9203400015830994,0.6081384420394897,0.5,0.5,0.9781987814166032,0.9254255606592813,0.9510806683019392,10275,229,828,0.981768012046814,0.6953309178352356,0.9782293178519593,0.9364579473879214,0.9568879844777815,10110,225,686,0.8589119911193848,0.5209459662437439,0.9763313609467456,0.5374592833876222,0.6932773109243697,165,4,142
20260727_194110,abl_saf,42,6,0.009939057285945933,2.883387979339151,0.9402278661727905,0.6424523591995239,0.5,0.5,0.9815794445494048,0.9358731874268216,0.9581815666927936,10391,195,712,0.9840889573097229,0.7193998694419861,0.9830492057342115,0.9400703964431271,0.9610795454545454,10149,175,647,0.8963667750358582,0.5655048489570618,0.9236641221374046,0.7882736156351792,0.850615114235501,242,20,65
20260727_194110,abl_saf,42,7,0.009912321891107011,2.8500855542759207,0.9362590312957764,0.6494366526603699,0.5,0.5,0.9809127846546348,0.9349725299468612,0.9573918657198193,10381,202,722,0.98414146900177,0.7299351096153259,0.9818637854524407,0.9427565765098185,0.9619128626783857,10178,188,618,0.8883765935897827,0.5689381957054138,0.9354838709677419,0.6612377850162866,0.7748091603053434,203,14,104
20260727_194110,abl_saf,42,8,0.009880787971596802,2.8275539237547687,0.9456592798233032,0.6698839664459229,0.5,0.5,0.9821277396293857,0.9403764748266235,0.9607987485046471,10441,190,662,0.9852427244186401,0.7418610453605652,0.9827022871420334,0.947202667654687,0.9646259786812565,10226,180,570,0.9060758352279663,0.5979069471359253,0.9555555555555556,0.7003257328990228,0.8082706766917293,215,10,92
20260727_194110,abl_saf,42,9,0.009844486647586725,2.8171492152035555,0.9437906742095947,0.6714978218078613,0.5,0.5,0.9849088838268792,0.9346122669548771,0.9591016220712602,10377,159,726,0.9854653477668762,0.7389273643493652,0.9860071907491983,0.9398851426454242,0.9623938919713567,10147,144,649,0.9021160006523132,0.6040682792663574,0.9387755102040817,0.749185667752443,0.8333333333333334,230,15,77
20260727_194110,abl_saf,42,10,0.00980345374410087,2.7737941257456407,0.9525593519210815,0.6656851768493652,0.5,0.5,0.9750139847100503,0.9419075925425561,0.9581749049429656,10458,268,645,0.9836753606796265,0.7427101731300354,0.9749904906808673,0.9497035939236754,0.962180930930931,10253,263,543,0.9214433431625366,0.5886602401733398,0.9761904761904762,0.6677524429967426,0.793036750483559,205,5,102
20260727_194110,abl_saf,42,11,0.009757729755661011,2.7201011008757323,0.9240888953208923,0.6656875610351562,0.5,0.5,0.9831064774592142,0.9172295775916419,0.9490261858167925,10184,175,919,0.9855948090553284,0.7419977784156799,0.9906225059856345,0.9197851055946646,0.9538904899135447,9930,94,866,0.8625830411911011,0.5893772840499878,0.7582089552238805,0.8273615635179153,0.7912772585669782,254,81,53
20260727_194110,abl_saf,42,12,0.009707359806323416,2.714218342367978,0.9356194138526917,0.6836232542991638,0.5,0.5,0.9788947514579284,0.9524452850580925,0.9654889071487264,10575,228,528,0.9866724014282227,0.7555884718894958,0.9823809523809524,0.9554464616524638,0.9687265214124717,10315,185,481,0.8845663666725159,0.6116580367088318,0.858085808580858,0.8469055374592834,0.8524590163934426,260,43,47
20260727_194110,abl_saf,42,13,0.009652393605146845,2.656766160286684,0.9538233876228333,0.6794398427009583,0.5,0.5,0.9808934834779398,0.9571287039538864,0.9688653872452934,10627,207,476,0.9868790507316589,0.7436167001724243,0.9823017225061518,0.9613745831789552,0.9717254938676154,10379,187,417,0.9207676649093628,0.6152629852294922,0.9253731343283582,0.8078175895765473,0.8626086956521739,248,20,59
20260727_194110,abl_saf,42,14,0.009592885397135705,2.61674687314161,0.9473015069961548,0.6899168491363525,0.5,0.5,0.9834772812617348,0.9435287760064848,0.9630889450700989,10476,176,627,0.9866780638694763,0.7603005766868591,0.9856427057236462,0.9474805483512412,0.9661849437989987,10229,149,567,0.9079248905181885,0.6195330619812012,0.9014598540145985,0.8045602605863192,0.8502581755593803,247,27,60
20260727_194110,abl_saf,42,15,0.009528893909706796,2.584066694433039,0.9543636441230774,0.6958848834037781,0.5,0.5,0.9776310964429776,0.9604611366297398,0.9689700604243334,10664,244,439,0.9864364266395569,0.7664188742637634,0.979757085020243,0.9638755094479436,0.9717514124293785,10406,215,390,0.9222908616065979,0.625350832939148,0.8989547038327527,0.8403908794788274,0.8686868686868687,258,29,49
20260727_194110,abl_saf,42,16,0.00946048229473242,2.547831746346173,0.9510970115661621,0.6897390484809875,0.5,0.5,0.9850523168908819,0.9496532468702152,0.9670289356628605,10544,160,559,0.9869839549064636,0.7513364553451538,0.986496839685884,0.9541496850685439,0.9700536773707505,10301,141,495,0.9152100086212158,0.6281417012214661,0.9274809160305344,0.7915309446254072,0.8541300527240774,243,19,64
20260727_194110,abl_saf,42,17,0.009387718066217124,2.520350398226855,0.95148104429245,0.6738121509552002,0.5,0.5,0.9821882951653944,0.9386652256146988,0.9599336833379386,10422,189,681,0.9858790636062622,0.7451712489128113,0.9834926151172894,0.9436828454983327,0.9631765540061451,10188,171,608,0.9170829653739929,0.6024530529975891,0.9285714285714286,0.762214983713355,0.8372093023255813,234,18,73
20260727_194110,abl_saf,42,18,0.00931067303366952,2.498944815467386,0.960923433303833,0.7026206851005554,0.5,0.5,0.9764780673871583,0.968386922453391,0.9724156642850683,10752,259,351,0.9872151613235474,0.7715169787406921,0.9781797836628123,0.9716561689514635,0.974907063197026,10490,234,306,0.9346317052841187,0.6337243318557739,0.9128919860627178,0.8534201954397395,0.8821548821548824,262,25,45
20260727_194110,abl_saf,42,19,0.009229423231234974,2.489608273149174,0.9627914428710938,0.7036020159721375,0.5,0.5,0.9819961222417136,0.9579392956858507,0.9698185465487371,10636,195,467,0.9867138266563416,0.7711225152015686,0.9832354612616026,0.961559836976658,0.9722768567949799,10381,177,415,0.938869059085846,0.6360815167427063,0.9340659340659341,0.8306188925081434,0.8793103448275861,255,18,52
