run_id,model_name,seed,epoch,lr,train_loss,map_50,map_50_95,stats_conf_thr,stats_iou_thr,overall_precision,overall_recall,overall_f1,overall_tp,overall_fp,overall_fn,nonpollenbee_ap50,nonpollenbee_ap50_95,nonpollenbee_precision,nonpollenbee_recall,nonpollenbee_f1,nonpollenbee_tp,nonpollenbee_fp,nonpollenbee_fn,pollenbee_ap50,pollenbee_ap50_95,pollenbee_precision,pollenbee_recall,pollenbee_f1,pollenbee_tp,pollenbee_fp,pollenbee_fn
20260801_153008,abl_no_bot,42,1,0.01,5.208023479915558,0.4815235137939453,0.27250754833221436,0.5,0.5,0.9764628244610647,0.3998018553544087,0.5673205955652119,4439,107,6664,0.8459681868553162,0.48811429738998413,0.9764628244610647,0.41117080400148204,0.5786729239994786,4439,107,6357,0.11707880347967148,0.05690079927444458,0.0,0.0,0.0,0,0,307
20260801_153008,abl_no_bot,42,2,0.009997557473810372,2.818832730226976,0.7271212935447693,0.45491594076156616,0.5,0.5,0.9545269582909461,0.8450869134468162,0.8964792433000526,9383,447,1720,0.9512662291526794,0.6173955798149109,0.9565754270426013,0.8610596517228604,0.9063078872964804,9296,422,1500,0.5029762983322144,0.29243630170822144,0.7767857142857143,0.28338762214983715,0.4152744630071599,87,25,220
20260801_153008,abl_no_bot,42,3,0.009990232305719946,2.706177535541555,0.7775582075119019,0.5201404690742493,0.5,0.5,0.9550594945422362,0.8747185445375124,0.913125235050771,9712,457,1391,0.9645454287528992,0.6675306558609009,0.963953957996769,0.8843090033345684,0.9224154589371982,9547,357,1249,0.5905709862709045,0.37275025248527527,0.6226415094339622,0.5374592833876222,0.576923076923077,165,100,142
20260801_153008,abl_no_bot,42,4,0.009978031724785247,2.679198965031833,0.8356369733810425,0.5571940541267395,0.5,0.5,0.9816281628162816,0.8036566693686391,0.8837716040211955,8923,167,2180,0.9580152034759521,0.6613390445709229,0.9831744251261918,0.8118747684327529,0.8893511237380144,8765,150,2031,0.7132587432861328,0.4530491232872009,0.9028571428571428,0.5146579804560261,0.6556016597510373,158,17,149
20260801_153008,abl_no_bot,42,5,0.009960967771506667,2.707474844340972,0.848112940788269,0.5682376623153687,0.5,0.5,0.9716319165998396,0.8730072953255876,0.9196830969211062,9693,283,1410,0.9672792553901672,0.6844452619552612,0.976674886970818,0.8804186735828085,0.9260522213561964,9505,227,1291,0.7289466857910156,0.45203009247779846,0.7704918032786885,0.6123778501628665,0.6823956442831216,188,56,119
20260801_153008,abl_no_bot,42,6,0.009939057285945933,2.7157152444921073,0.8693137168884277,0.5993178486824036,0.5,0.5,0.970258787176516,0.9049806358641809,0.9364835267253833,10048,308,1055,0.9748803377151489,0.7046951651573181,0.9726189303654093,0.9146906261578363,0.9427657644756313,9875,278,921,0.7637471556663513,0.4939405620098114,0.8522167487684729,0.5635179153094463,0.6784313725490196,173,30,134
20260801_153008,abl_no_bot,42,7,0.009912321891107011,2.724042609413677,0.8331496715545654,0.5809396505355835,0.5,0.5,0.9640469037697451,0.8959740610645771,0.9287648212118382,9948,371,1155,0.9751613140106201,0.7105441689491272,0.977710843373494,0.9020007410151908,0.9383310849874735,9738,222,1058,0.6911380290985107,0.4513351321220398,0.584958217270195,0.6840390879478827,0.6306306306306306,210,149,97
20260801_153008,abl_no_bot,42,8,0.009880787971596802,2.718994697147512,0.8662440776824951,0.6147672533988953,0.5,0.5,0.9769108280254777,0.8840853823291003,0.928183064630514,9816,232,1287,0.9742121696472168,0.7263835072517395,0.977941920469493,0.8952389773990367,0.9347647371729774,9665,218,1131,0.7582760453224182,0.503150999546051,0.9151515151515152,0.49185667752442996,0.6398305084745762,151,14,156
20260801_153008,abl_no_bot,42,9,0.009844486647586725,2.70553810264975,0.9174749255180359,0.6449263095855713,0.5,0.5,0.9728545575769121,0.919931550031523,0.9456531802610869,10214,285,889,0.9790667295455933,0.7286085486412048,0.9751413530902711,0.9265468692108189,0.9502232354896932,10003,255,793,0.8558831810951233,0.5612440705299377,0.8755186721991701,0.6872964169381107,0.7700729927007299,211,30,96
20260801_153008,abl_no_bot,42,10,0.00980345374410087,2.6929308845397624,0.8917757272720337,0.6314947009086609,0.5,0.5,0.9649384558000746,0.9320003602629919,0.9481834425253127,10348,376,755,0.9801680445671082,0.7332919239997864,0.975583864118896,0.9363653204890701,0.9555723603365157,10109,253,687,0.8033833503723145,0.5296974182128906,0.6602209944751382,0.7785016286644951,0.7144992526158446,239,123,68
20260801_153008,abl_no_bot,42,11,0.009757729755661011,2.6703087754428068,0.9078197479248047,0.649669349193573,0.5,0.5,0.9620369519257285,0.9426281185265244,0.9522336457101264,10466,413,637,0.9815804958343506,0.7472798824310303,0.9627236115013581,0.9521118932938125,0.9573883481581521,10279,398,517,0.8340590000152588,0.5520588159561157,0.9257425742574258,0.6091205211726385,0.7347740667976425,187,15,120
20260801_153008,abl_no_bot,42,12,0.009707359806323416,2.6395665630299776,0.9143160581588745,0.6602152585983276,0.5,0.5,0.9677358490566038,0.9238944429433487,0.9453071004008664,10258,342,845,0.9788013100624084,0.7506163120269775,0.9681700163477257,0.9325676176361616,0.9500353857041756,10068,331,728,0.8498308658599854,0.5698142647743225,0.945273631840796,0.6188925081433225,0.7480314960629921,190,11,117
20260801_153008,abl_no_bot,42,13,0.009652393605146845,2.6189487120684456,0.9066420197486877,0.6546000242233276,0.5,0.5,0.9743271616720748,0.9194812212915429,0.9461100041703351,10209,269,894,0.981327474117279,0.7512224912643433,0.9768396364702433,0.9258984809188588,0.9506871463217461,9996,237,800,0.8319566249847412,0.5579774975776672,0.8693877551020408,0.6938110749185668,0.7717391304347825,213,32,94
20260801_153008,abl_no_bot,42,14,0.009592885397135705,2.600268586434145,0.9160303473472595,0.6548357009887695,0.5,0.5,0.9591949778434269,0.9357831216788255,0.9473444267152953,10390,442,713,0.9803000092506409,0.7476814389228821,0.9627805663415097,0.9416450537236013,0.9520955279793959,10166,393,630,0.851760745048523,0.561989963054657,0.8205128205128205,0.7296416938110749,0.7724137931034482,224,49,83
20260801_153008,abl_no_bot,42,15,0.009528893909706796,2.5709446604876596,0.9138986468315125,0.6564114689826965,0.5,0.5,0.9692119386121835,0.927136809871206,0.947707604492727,10294,327,809,0.9812612533569336,0.7468137145042419,0.9774143302180686,0.9299740644683216,0.9531042339092463,10040,232,756,0.8465359807014465,0.5660092234611511,0.7277936962750716,0.8273615635179153,0.774390243902439,254,95,53
20260801_153008,abl_no_bot,42,16,0.00946048229473242,2.542167446830056,0.9316494464874268,0.6696856617927551,0.5,0.5,0.9697482149567832,0.929658650815095,0.9492803605094957,10322,322,781,0.9816734194755554,0.7467896342277527,0.9740611691831204,0.9321971100407558,0.9526694433926542,10064,268,732,0.8816254734992981,0.5925816893577576,0.8269230769230769,0.8403908794788274,0.8336025848142163,258,54,49
20260801_153008,abl_no_bot,42,17,0.009387718066217124,2.518570497711712,0.9329057931900024,0.6866025924682617,0.5,0.5,0.9694104560622915,0.9419075925425561,0.9554611484171578,10458,330,645,0.9822128415107727,0.7694483995437622,0.972127092846271,0.946554279362727,0.9591702646893187,10219,293,577,0.8835987448692322,0.603756844997406,0.8659420289855072,0.7785016286644951,0.8198970840480274,239,37,68
20260801_153008,abl_no_bot,42,18,0.00931067303366952,2.4874251902422166,0.926623523235321,0.6790051460266113,0.5,0.5,0.972435350951975,0.924614968927317,0.9479224376731302,10266,291,837,0.9821272492408752,0.7673494815826416,0.9748201438848921,0.9287699147832531,0.9512380229579737,10027,259,769,0.8711197972297668,0.590660810470581,0.8819188191881919,0.7785016286644951,0.8269896193771626,239,32,68
20260801_153008,abl_no_bot,42,19,0.009229423231234974,2.4724703447066525,0.935011088848114,0.685375988483429,0.5,0.5,0.9629055778344878,0.9515446275781321,0.9571913929784825,10565,407,538,0.9831548929214478,0.7696797251701355,0.9654817586529467,0.9560022230455725,0.9607186074653263,10321,369,475,0.8868672847747803,0.6010721921920776,0.8652482269503546,0.7947882736156352,0.8285229202037352,244,38,63
20260801_153008,abl_no_bot,42,20,0.009144048842659082,2.444648421384434,0.9292936325073242,0.6810932159423828,0.5,0.5,0.9667497921862012,0.9427181842745204,0.9545827633378933,10467,360,636,0.9832643270492554,0.7636193037033081,0.978031465848043,0.9443312337902927,0.9608859566446748,10195,229,601,0.8753229379653931,0.5985671877861023,0.674937965260546,0.8859934853420195,0.7661971830985915,272,131,35
20260801_153008,abl_no_bot,42,21,0.00905463412215599,2.4252927991795667,0.9336926341056824,0.6808769106864929,0.5,0.5,0.9613557463913759,0.9477618661622985,0.9545104086353122,10523,423,580,0.9821913242340088,0.7702541947364807,0.9680861108488339,0.9497035939236754,0.958806751765091,10253,338,543,0.8851938843727112,0.5914996266365051,0.7605633802816901,0.8794788273615635,0.8157099697885196,270,85,37
20260801_153008,abl_no_bot,42,22,0.008961267311259668,2.402646662717197,0.9408524036407471,0.6907374262809753,0.5,0.5,0.9677744209466264,0.9520850220661082,0.9598656133660219,10571,352,532,0.9835832715034485,0.7687978744506836,0.9699106723084157,0.9554464616524638,0.9626242359199291,10315,320,481,0.8981214761734009,0.6126770377159119,0.8888888888888888,0.8338762214983714,0.8605042016806723,256,32,51
20260801_153008,abl_no_bot,42,23,0.008864040551740157,2.3851266602143886,0.9371660947799683,0.6848962306976318,0.5,0.5,0.967849223946785,0.9435287760064848,0.9555342728143384,10476,348,627,0.9837842583656311,0.766255795955658,0.9706747651134099,0.9473879214523898,0.958889982655979,10228,309,568,0.8905479311943054,0.6035366654396057,0.8641114982578397,0.8078175895765473,0.835016835016835,248,39,59
20260801_153008,abl_no_bot,42,24,0.008763049794670776,2.3700570333450237,0.9321996569633484,0.6912841200828552,0.5,0.5,0.9706565140681586,0.9414572638025759,0.9558339429407461,10453,316,650,0.9840840697288513,0.77236407995224,0.9770919198696444,0.9442386068914412,0.9603843798577417,10194,239,602,0.8803151845932007,0.6102042198181152,0.7708333333333334,0.8436482084690554,0.8055987558320374,259,77,48
20260801_153008,abl_no_bot,42,25,0.008658394705735989,2.341119475861922,0.9417344331741333,0.7039276957511902,0.5,0.5,0.9647810218978102,0.9523552193100964,0.9585278520600099,10574,386,529,0.9840348362922668,0.7836662530899048,0.9694319036869827,0.9547054464616525,0.9620123203285421,10307,325,489,0.899433970451355,0.6241891384124756,0.8140243902439024,0.8697068403908795,0.8409448818897638,267,61,40
20260801_153008,abl_no_bot,42,26,0.008550178566873411,2.318975778505764,0.9484228491783142,0.7064710259437561,0.5,0.5,0.9545535714285714,0.9628929118256327,0.9587051069362866,10691,509,412,0.9836655259132385,0.7819312810897827,0.9572477064220184,0.9664690626157836,0.9618362831858406,10434,466,362,0.9131801724433899,0.6310108304023743,0.8566666666666667,0.8371335504885994,0.8467874794069192,257,43,50
20260801_153008,abl_no_bot,42,27,0.00843850817434701,2.3025653610892474,0.9350588917732239,0.6987006068229675,0.5,0.5,0.9656597190340648,0.9472214716743222,0.9563517322906248,10517,374,586,0.9830328226089478,0.7820842862129211,0.9672563041023711,0.952204520192664,0.9596713965646004,10280,348,516,0.8870850205421448,0.6153169870376587,0.9011406844106464,0.7719869706840391,0.8315789473684211,237,26,70
20260801_153008,abl_no_bot,42,28,0.008323493733352078,2.286214432933114,0.9437357187271118,0.6935968995094299,0.5,0.5,0.9668038408779149,0.9521750878141043,0.9594337054179144,10572,363,531,0.9846633076667786,0.7709243893623352,0.9739031770045385,0.9540570581696924,0.9638779711772413,10300,276,496,0.9028080701828003,0.6162694692611694,0.7576601671309192,0.8859934853420195,0.8168168168168168,272,87,35
20260801_153008,abl_no_bot,42,29,0.008205248749256017,2.2631227071272497,0.94762122631073,0.7111012935638428,0.5,0.5,0.9751257685858021,0.9427181842745204,0.9586481659568622,10467,267,636,0.9846388697624207,0.7780405879020691,0.9766020437398529,0.947202667654687,0.9616777166502093,10226,245,570,0.9106036424636841,0.6441619396209717,0.9163498098859315,0.7850162866449512,0.8456140350877194,241,22,66
20260801_153008,abl_no_bot,42,30,0.008083889915582237,2.251359206469939,0.9454065561294556,0.7067407965660095,0.5,0.5,0.9652979651162791,0.9570386382058903,0.9611505585455203,10626,382,477,0.9844484925270081,0.7867180705070496,0.9683266373913856,0.9599851796961838,0.9641378668775292,10364,339,432,0.9063645601272583,0.6267635226249695,0.8590163934426229,0.8534201954397395,0.8562091503267975,262,43,45
20260801_153008,abl_no_bot,42,31,0.007959536998847746,2.2271390142925283,0.9523190855979919,0.7093331813812256,0.5,0.5,0.9676390154968095,0.9560479149779338,0.9618085443754812,10615,355,488,0.9847192764282227,0.7874500155448914,0.9705551387846961,0.9586884031122638,0.9645852749301025,10350,314,446,0.9199188947677612,0.6312163472175598,0.8660130718954249,0.8631921824104235,0.8646003262642741,265,41,42
20260801_153008,abl_no_bot,42,32,0.00783231272036805,2.206018344603758,0.9495990872383118,0.7119609713554382,0.5,0.5,0.9541006938267212,0.9660452130054941,0.9600358021928844,10726,516,377,0.9846138954162598,0.7888898253440857,0.9564740307242136,0.9688773619859207,0.9626357445242039,10460,476,336,0.9145842790603638,0.6350321173667908,0.869281045751634,0.8664495114006515,0.8678629690048941,266,40,41
20260801_153008,abl_no_bot,42,33,0.007702342635146035,2.2074565979886183,0.9479086995124817,0.7072042226791382,0.5,0.5,0.9652953968829286,0.9594704134017833,0.9623740909706852,10653,383,450,0.9845743775367737,0.7858701944351196,0.9662086891942072,0.9640607632456465,0.9651335311572701,10408,364,388,0.9112429618835449,0.628538191318512,0.928030303030303,0.7980456026058632,0.8581436077057792,245,19,62
20260801_153008,abl_no_bot,42,34,0.00756975500796434,2.1938561456088714,0.9513158202171326,0.7173305153846741,0.5,0.5,0.9608228980322003,0.9674862649734306,0.9641430687070862,10742,438,361,0.9851602911949158,0.7887985706329346,0.9657622739018088,0.9693404964801778,0.9675480769230769,10465,371,331,0.9174713492393494,0.6458624601364136,0.8052325581395349,0.9022801302931596,0.8509984639016898,277,67,30
20260801_153008,abl_no_bot,42,35,0.0074346806868034925,2.1595804353448798,0.949915885925293,0.7132759690284729,0.5,0.5,0.9623185792842333,0.9614518598576961,0.9618850243287078,10675,418,428,0.9847462177276611,0.7906161546707153,0.9700475879443874,0.9629492404594294,0.9664853809324594,10396,321,400,0.9150855541229248,0.6359358429908752,0.7420212765957447,0.9087947882736156,0.8169838945827232,279,97,28
20260801_153008,abl_no_bot,42,36,0.0072972529737107585,2.146319773745409,0.9495851397514343,0.7083514928817749,0.5,0.5,0.9579013228459063,0.9652346212735297,0.9615539903997129,10717,471,386,0.9860620498657227,0.794003963470459,0.9695167286245353,0.9662838088180807,0.9678975691222861,10432,328,364,0.913108229637146,0.6226990222930908,0.6658878504672897,0.9283387622149837,0.7755102040816326,285,143,22
20260801_153008,abl_no_bot,42,37,0.007157607493247111,2.1348567872761404,0.9515123963356018,0.7224618196487427,0.5,0.5,0.9684889211768979,0.9605512023777357,0.9645037304996608,10665,347,438,0.985448956489563,0.7934297323226929,0.9749389900506852,0.9621155983697666,0.9684848484848485,10387,267,409,0.9175758957862854,0.6514939069747925,0.776536312849162,0.9055374592833876,0.8360902255639097,278,80,29
20260801_153008,abl_no_bot,42,38,0.007015882058642166,2.109456268223849,0.9527998566627502,0.7246652245521545,0.5,0.5,0.9625044851094366,0.9664054759974782,0.9644510359084983,10730,418,373,0.9861264228820801,0.7993720769882202,0.9682289736939608,0.9682289736939608,0.9682289736939608,10453,343,343,0.9194732904434204,0.6499583721160889,0.7869318181818182,0.9022801302931596,0.8406676783004552,277,75,30
20260801_153008,abl_no_bot,42,39,0.006872216535789159,2.090103507679414,0.9516991972923279,0.7234749794006348,0.5,0.5,0.9560945383730194,0.9728001441051968,0.964375,10801,496,302,0.985667884349823,0.8043122887611389,0.9601422838380154,0.9750833642089662,0.9675551470588235,10527,437,269,0.9177305698394775,0.6426377296447754,0.8228228228228228,0.8925081433224755,0.8562500000000001,274,59,33
20260801_153008,abl_no_bot,42,40,0.006726752705214195,2.0817653294553096,0.9540061354637146,0.7229793667793274,0.5,0.5,0.9597936310265077,0.9718094208772404,0.9657641530543747,10790,452,313,0.98567795753479,0.7975111603736877,0.9618829981718464,0.9747128566135606,0.9682554287817445,10523,417,273,0.9223343729972839,0.648447573184967,0.8841059602649006,0.8697068403908795,0.876847290640394,267,35,40
20260801_153008,abl_no_bot,42,41,0.006579634122155992,2.06677407504403,0.949393630027771,0.7212368845939636,0.5,0.5,0.9672694394213381,0.963523372061605,0.9653927717366783,10698,362,405,0.9860675930976868,0.8032164573669434,0.973202614379085,0.9654501667284179,0.9693108899841903,10423,287,373,0.9127196669578552,0.6392573118209839,0.7857142857142857,0.8957654723127035,0.837138508371385,275,75,32
20260801_153008,abl_no_bot,42,42,0.006431005974894187,2.046507257828738,0.9514498114585876,0.714629054069519,0.5,0.5,0.9710451328247082,0.951454561830136,0.9611500318442363,10564,315,539,0.984911322593689,0.7897962331771851,0.9771086626139818,0.9528529084846239,0.9648283624085537,10287,241,509,0.9179883003234863,0.6394618153572083,0.7891737891737892,0.9022801302931596,0.8419452887537993,277,74,30
